name,type,episodes,mal_link
Yin Yang Shi: Ping An Wu Yu 2nd Season,ONA,12,https://myanimelist.net/anime/40568/Yin_Yang_Shi__Ping_An_Wu_Yu_2nd_Season
Yousei Hime Ren,OVA,2,https://myanimelist.net/anime/1630/Yousei_Hime_Ren
Yume Oukoku to Nemureru 100-nin no Oujisama: Short Stories,ONA,10,https://myanimelist.net/anime/34961/Yume_Oukoku_to_Nemureru_100-nin_no_Oujisama__Short_Stories
Yurei Deco,TV,12,https://myanimelist.net/anime/51092/Yurei_Deco
Zenryoku Usagi,TV,52,https://myanimelist.net/anime/3704/Zenryoku_Usagi
Kageyama Tamio no Double Fantasy,Special,1,https://myanimelist.net/anime/41325/Kageyama_Tamio_no_Double_Fantasy
Kataku,Movie,1,https://myanimelist.net/anime/7170/Kataku
Kimi no Sumu Machi,Special,1,https://myanimelist.net/anime/32065/Kimi_no_Sumu_Machi
Koihime†Musou OVA Omake,Special,1,https://myanimelist.net/anime/15093/Koihime†Musou_OVA_Omake
Kyokugen Dasshutsu Adv: Zennin Shibou desu Prologue,ONA,1,https://myanimelist.net/anime/12433/Kyokugen_Dasshutsu_Adv__Zennin_Shibou_desu_Prologue
"Machine Robo: Leina, The Legend of Wolf Blade",OVA,3,https://myanimelist.net/anime/6577/Machine_Robo__Leina_The_Legend_of_Wolf_Blade
Manga Doushite Monogatari,TV,100,https://myanimelist.net/anime/10136/Manga_Doushite_Monogatari
Metal Fight Beyblade Zero G,TV,38,https://myanimelist.net/anime/13231/Metal_Fight_Beyblade_Zero_G
Ni Zhenshi Ge Tiancai,ONA,24,https://myanimelist.net/anime/44073/Ni_Zhenshi_Ge_Tiancai
Nogsaegjeoncha Hamos,TV,26,https://myanimelist.net/anime/9106/Nogsaegjeoncha_Hamos
Oni,Movie,1,https://myanimelist.net/anime/7171/Oni
Precure kara Minna e no Ouen Movie,ONA,1,https://myanimelist.net/anime/10736/Precure_kara_Minna_e_no_Ouen_Movie
Rainbow Sentai Robin,TV,48,https://myanimelist.net/anime/9438/Rainbow_Sentai_Robin
Rakka-sei,ONA,1,https://myanimelist.net/anime/51438/Rakka-sei
Saga-ken wo Meguru Animation,Movie,4,https://myanimelist.net/anime/32397/Saga-ken_wo_Meguru_Animation
Scramble Wars: Tsuppashire! Genom Trophy Rally,OVA,1,https://myanimelist.net/anime/2466/Scramble_Wars__Tsuppashire_Genom_Trophy_Rally
Seupideuwang Beongae,TV,26,https://myanimelist.net/anime/9424/Seupideuwang_Beongae
Shaonian Jinyiwei,ONA,13,https://myanimelist.net/anime/36644/Shaonian_Jinyiwei
Kaiketsu Tamagon,TV,195,https://myanimelist.net/anime/19087/Kaiketsu_Tamagon
Kakutou Ryouri Densetsu Bistro Recipe,TV,26,https://myanimelist.net/anime/2287/Kakutou_Ryouri_Densetsu_Bistro_Recipe
Kikou Kai Galient OVA,OVA,3,https://myanimelist.net/anime/10751/Kikou_Kai_Galient_OVA
Konohana no Sakuya Mori,Movie,1,https://myanimelist.net/anime/34849/Konohana_no_Sakuya_Mori
Kouchou-sensei to Kujira,Special,1,https://myanimelist.net/anime/4461/Kouchou-sensei_to_Kujira
Kyojin no Hoshi (Movie),Movie,1,https://myanimelist.net/anime/17439/Kyojin_no_Hoshi_Movie
Lunn wa Kaze no Naka,OVA,1,https://myanimelist.net/anime/14247/Lunn_wa_Kaze_no_Naka
Märchen Mädchen Specials,Special,2,https://myanimelist.net/anime/37973/Märchen_Mädchen_Specials
Momoiro no Crayon,OVA,1,https://myanimelist.net/anime/30760/Momoiro_no_Crayon
Mori no Densetsu: Dai Ni Gakushou,Movie,1,https://myanimelist.net/anime/32041/Mori_no_Densetsu__Dai_Ni_Gakushou
Mou Hitotsu no Mirai wo.,ONA,3,https://myanimelist.net/anime/21587/Mou_Hitotsu_no_Mirai_wo
Nine 2: Koibito Sengen,Special,1,https://myanimelist.net/anime/9243/Nine_2__Koibito_Sengen
Nurse Witch Komugi-chan R,TV,12,https://myanimelist.net/anime/31890/Nurse_Witch_Komugi-chan_R
Oni no Ko to Yuki Usagi,Movie,1,https://myanimelist.net/anime/21163/Oni_no_Ko_to_Yuki_Usagi
Revisions,TV,12,https://myanimelist.net/anime/37436/Revisions
Sekai Meisaku Douwa: Oyayubi Hime,Movie,1,https://myanimelist.net/anime/3755/Sekai_Meisaku_Douwa__Oyayubi_Hime
Sengoku Majin Goushougun (Movie),Movie,1,https://myanimelist.net/anime/10820/Sengoku_Majin_Goushougun_Movie
11eyes: Momoiro Genmutan,Special,1,https://myanimelist.net/anime/7739/11eyes__Momoiro_Genmutan
Ai Shoujo Pollyanna Story Specials,Special,2,https://myanimelist.net/anime/24645/Ai_Shoujo_Pollyanna_Story_Specials
Ane Log: Moyako Neesan no Tomaranai Monologue,OVA,3,https://myanimelist.net/anime/24531/Ane_Log__Moyako_Neesan_no_Tomaranai_Monologue
Animal 1,TV,27,https://myanimelist.net/anime/17671/Animal_1
Aratanari Fukaki Ao,ONA,10,https://myanimelist.net/anime/15979/Aratanari_Fukaki_Ao
Bakumatsu Rock,TV,12,https://myanimelist.net/anime/23037/Bakumatsu_Rock
Boku no Son Gokuu,Movie,1,https://myanimelist.net/anime/20189/Boku_no_Son_Gokuu
"Chiisana Obake: Acchi, Kocchi, Socchi",TV,50,https://myanimelist.net/anime/310/Chiisana_Obake__Acchi_Kocchi_Socchi
Densetsu Kyojin Ideon: Sesshoku-hen,Movie,1,https://myanimelist.net/anime/2760/Densetsu_Kyojin_Ideon__Sesshoku-hen
Double Hard,ONA,26,https://myanimelist.net/anime/29605/Double_Hard
Dr. Slump Movie 08: Arale-chan Hoyoyo!! Tasuketa Same ni Tsurerarete...,Movie,1,https://myanimelist.net/anime/8548/Dr_Slump_Movie_08__Arale-chan_Hoyoyo_Tasuketa_Same_ni_Tsurerarete
Fate/Zero Cafe,Movie,2,https://myanimelist.net/anime/19165/Fate_Zero_Cafe
Fight League: Gear Gadget Generators,ONA,26,https://myanimelist.net/anime/38719/Fight_League__Gear_Gadget_Generators
Fuichin-san,OVA,1,https://myanimelist.net/anime/23983/Fuichin-san
Fukuyama Gekijou: Natsu no Himitsu,OVA,1,https://myanimelist.net/anime/23975/Fukuyama_Gekijou__Natsu_no_Himitsu
Heart no Kuni no Alice: Wonderful Wonder World,Movie,1,https://myanimelist.net/anime/4713/Heart_no_Kuni_no_Alice__Wonderful_Wonder_World
Himitsukessha Taka no Tsume,TV,11,https://myanimelist.net/anime/4737/Himitsukessha_Taka_no_Tsume
Sore Ike! Anpanman: Minna Atsumare! Anpanman World,Movie,1,https://myanimelist.net/anime/21961/Sore_Ike_Anpanman__Minna_Atsumare_Anpanman_World
Tales of Crestoria Off Shot Movie,ONA,1,https://myanimelist.net/anime/46089/Tales_of_Crestoria_Off_Shot_Movie
Tamagotchi! Yume Kira Dream,TV,49,https://myanimelist.net/anime/15865/Tamagotchi_Yume_Kira_Dream
Tamayura no Yume,Movie,1,https://myanimelist.net/anime/39449/Tamayura_no_Yume
"Tetsuwan Atom: Kagayakeru Hoshi - Anata wa Aoku, Utsukushii...",Movie,1,https://myanimelist.net/anime/17963/Tetsuwan_Atom__Kagayakeru_Hoshi_-_Anata_wa_Aoku_Utsukushii
Timing (Movie),Movie,1,https://myanimelist.net/anime/38461/Timing_Movie
Turning Girls,ONA,7,https://myanimelist.net/anime/19133/Turning_Girls
Turning Mecard W,TV,26,https://myanimelist.net/anime/35542/Turning_Mecard_W
Ultra Nyan: Hoshizora kara Maiorita Fushigi Neko,Movie,1,https://myanimelist.net/anime/4681/Ultra_Nyan__Hoshizora_kara_Maiorita_Fushigi_Neko
Urban Square: Kohaku no Tsuigeki,OVA,1,https://myanimelist.net/anime/2690/Urban_Square__Kohaku_no_Tsuigeki
Weiß Survive,TV,16,https://myanimelist.net/anime/6425/Weiß_Survive
Wonder (Movie),Movie,1,https://myanimelist.net/anime/28085/Wonder_Movie
Xun Jian,ONA,12,https://myanimelist.net/anime/51681/Xun_Jian
Yakyuukyou no Uta: Kita no Ookami Minami no Tora,Movie,1,https://myanimelist.net/anime/10563/Yakyuukyou_no_Uta__Kita_no_Ookami_Minami_no_Tora
Yami Shibai 7,TV,13,https://myanimelist.net/anime/39836/Yami_Shibai_7
Youjo Shenki Episode 0,ONA,1,https://myanimelist.net/anime/34723/Youjo_Shenki_Episode_0
Yumemiru Topo Gigio,TV,13,https://myanimelist.net/anime/4616/Yumemiru_Topo_Gigio
Shuang Yue Zhi Cheng,ONA,13,https://myanimelist.net/anime/33757/Shuang_Yue_Zhi_Cheng
Sougen no Ko Tenguri,Movie,1,https://myanimelist.net/anime/11561/Sougen_no_Ko_Tenguri
Souten no Ken: Regenesis 2nd Season,TV,12,https://myanimelist.net/anime/37388/Souten_no_Ken__Regenesis_2nd_Season
Super Doll Licca-chan: Licca-chan Zettai Zetsumei! Doll Knights no Kiseki,Movie,1,https://myanimelist.net/anime/10199/Super_Doll_Licca-chan__Licca-chan_Zettai_Zetsumei_Doll_Knights_no_Kiseki
Tanin no Kankei,OVA,2,https://myanimelist.net/anime/4451/Tanin_no_Kankei
Tobira wo Akete (1995),OVA,1,https://myanimelist.net/anime/1979/Tobira_wo_Akete_1995
Tsugu Tsugumomo Mini Anime,ONA,59,https://myanimelist.net/anime/48672/Tsugu_Tsugumomo_Mini_Anime
Ukkari Pénélope (2009),TV,26,https://myanimelist.net/anime/6822/Ukkari_Pénélope_2009
Weiß Survive R,TV,12,https://myanimelist.net/anime/7463/Weiß_Survive_R
Wolverine,TV,12,https://myanimelist.net/anime/6918/Wolverine
Xiao Liyu Lixian Ji,TV,52,https://myanimelist.net/anime/37300/Xiao_Liyu_Lixian_Ji
Yuki,Movie,1,https://myanimelist.net/anime/8598/Yuki
Yuuki Yuuna wa Yuusha de Aru Churutto!,TV,12,https://myanimelist.net/anime/42071/Yuuki_Yuuna_wa_Yuusha_de_Aru_Churutto
Zhen Gyi Hong Shi,TV,52,https://myanimelist.net/anime/36429/Zhen_Gyi_Hong_Shi
Kabushikigaisha G-anime Saiyou Concept Movie,ONA,1,https://myanimelist.net/anime/40205/Kabushikigaisha_G-anime_Saiyou_Concept_Movie
Kaibutsu-kun: Demon no Ken,Movie,1,https://myanimelist.net/anime/22975/Kaibutsu-kun__Demon_no_Ken
Kaiketsu Zorori: Mahoutsukai no Deshi/Dai Kaizoku no Takara Sagashi,Movie,1,https://myanimelist.net/anime/6965/Kaiketsu_Zorori__Mahoutsukai_no_Deshi_Dai_Kaizoku_no_Takara_Sagashi
Kaitou Tenshi Twin Angel: Kyunkyun☆Tokimeki Paradise!! OVA,OVA,2,https://myanimelist.net/anime/27997/Kaitou_Tenshi_Twin_Angel__Kyunkyun☆Tokimeki_Paradise_OVA
"Kemeko Deluxe!: Izumi-chan, Fukenkou yo! (Kari)",Special,1,https://myanimelist.net/anime/32503/Kemeko_Deluxe__Izumi-chan_Fukenkou_yo_Kari
Ken En Ken: Aoki Kagayaki,TV,13,https://myanimelist.net/anime/38083/Ken_En_Ken__Aoki_Kagayaki
Kodoku no Gourmet,ONA,10,https://myanimelist.net/anime/35284/Kodoku_no_Gourmet
Kosuke-sama Rikimaru-sama: Konpeitou no Ryuu,OVA,1,https://myanimelist.net/anime/3214/Kosuke-sama_Rikimaru-sama__Konpeitou_no_Ryuu
Lei Su Deng Shandian Chong Xian 3,TV,40,https://myanimelist.net/anime/38379/Lei_Su_Deng_Shandian_Chong_Xian_3
Machikado no Märchen,OVA,1,https://myanimelist.net/anime/11221/Machikado_no_Märchen
Magia Record: Mahou Shoujo Madoka☆Magica Gaiden 2nd Season - Kakusei Zenya Recap,Special,1,https://myanimelist.net/anime/49848/Magia_Record__Mahou_Shoujo_Madoka☆Magica_Gaiden_2nd_Season_-_Kakusei_Zenya_Recap
Majokko Shimai no Yoyo to Nene Movie Extra: Hatsukoi - Mikako Komatsu,Special,1,https://myanimelist.net/anime/25113/Majokko_Shimai_no_Yoyo_to_Nene_Movie_Extra__Hatsukoi_-_Mikako_Komatsu
Mameneko,TV,12,https://myanimelist.net/anime/36728/Mameneko
Manga Nippon Mukashibanashi (Movie),Movie,1,https://myanimelist.net/anime/10285/Manga_Nippon_Mukashibanashi_Movie
Masou Kishin Cybuster,TV,26,https://myanimelist.net/anime/1899/Masou_Kishin_Cybuster
Maze☆Bakunetsu Jikuu,OVA,2,https://myanimelist.net/anime/1162/Maze☆Bakunetsu_Jikuu
Ojamanga Yamada-kun (Movie),Movie,1,https://myanimelist.net/anime/16730/Ojamanga_Yamada-kun_Movie
Personal Computer Travel Tanteidan,TV,26,https://myanimelist.net/anime/3936/Personal_Computer_Travel_Tanteidan
Sailor Victory,OVA,2,https://myanimelist.net/anime/1643/Sailor_Victory
Sengoku Kitan Youtouden,OVA,3,https://myanimelist.net/anime/3600/Sengoku_Kitan_Youtouden
Alps Monogatari: Watashi no Annette Specials,Special,2,https://myanimelist.net/anime/24647/Alps_Monogatari__Watashi_no_Annette_Specials
Bai Gui Youeryuan 2nd Season,ONA,12,https://myanimelist.net/anime/42444/Bai_Gui_Youeryuan_2nd_Season
BlazBlue: Alter Memory Specials,Special,6,https://myanimelist.net/anime/32502/BlazBlue__Alter_Memory_Specials
Chinpui: Eri-sama Katsudou Daishashin,Movie,1,https://myanimelist.net/anime/10040/Chinpui__Eri-sama_Katsudou_Daishashin
Choujuu Giga,ONA,3,https://myanimelist.net/anime/32932/Choujuu_Giga
CMFU Xueyuan: Wangzi Peng Peng Qiu,ONA,24,https://myanimelist.net/anime/37619/CMFU_Xueyuan__Wangzi_Peng_Peng_Qiu
Darkside Blues,Movie,1,https://myanimelist.net/anime/1494/Darkside_Blues
Divergence Eve,TV,13,https://myanimelist.net/anime/294/Divergence_Eve
dMatsu-san,ONA,12,https://myanimelist.net/anime/36890/dMatsu-san
Earthian,OVA,4,https://myanimelist.net/anime/1324/Earthian
Flowering Heart,TV,26,https://myanimelist.net/anime/32691/Flowering_Heart
Fuyu no Hi,Movie,1,https://myanimelist.net/anime/3215/Fuyu_no_Hi
Gorillaman,OVA,2,https://myanimelist.net/anime/24093/Gorillaman
Guomin Laogong Dai Huijia,ONA,12,https://myanimelist.net/anime/34602/Guomin_Laogong_Dai_Huijia
Hello Kitty no Shirayuki-hime (2001),OVA,1,https://myanimelist.net/anime/30263/Hello_Kitty_no_Shirayuki-hime_2001
Ikkyuu-san: Haru Da! Yancha Hime,Movie,1,https://myanimelist.net/anime/21475/Ikkyuu-san__Haru_Da_Yancha_Hime
Jie Mo Ren,ONA,14,https://myanimelist.net/anime/33309/Jie_Mo_Ren
Jinzou Konchuu Kabutoborg VxV,TV,52,https://myanimelist.net/anime/17291/Jinzou_Konchuu_Kabutoborg_VxV
Arad: Suming Zhi Men,ONA,20,https://myanimelist.net/anime/38413/Arad__Suming_Zhi_Men
Bakabon Osomatsu no Karee wo Tazunete Sansenri,Special,1,https://myanimelist.net/anime/24373/Bakabon_Osomatsu_no_Karee_wo_Tazunete_Sansenri
Benghuai Xinghe,ONA,12,https://myanimelist.net/anime/42132/Benghuai_Xinghe
Birth,OVA,1,https://myanimelist.net/anime/2607/Birth
Bucchigire!,TV,12,https://myanimelist.net/anime/51371/Bucchigire
Cyborg 009: The Cyborg Soldier - Yomi no Gunzou,Special,1,https://myanimelist.net/anime/40250/Cyborg_009__The_Cyborg_Soldier_-_Yomi_no_Gunzou
Digimon Savers 3D: Digital World Kiki Ippatsu!,Movie,1,https://myanimelist.net/anime/8491/Digimon_Savers_3D__Digital_World_Kiki_Ippatsu
Dr. Slump: Robot Taiketsu! Shukuteki Dr. Mashirito Toujou / Keen de Yuushou!? Penguin Grand Prix,Special,1,https://myanimelist.net/anime/30449/Dr_Slump__Robot_Taiketsu_Shukuteki_Dr_Mashirito_Toujou___Keen_de_Yuushou_Penguin_Grand_Prix
Girlfriend (Note),ONA,3,https://myanimelist.net/anime/33808/Girlfriend_Note
Hakushon Daimaou 2020,TV,20,https://myanimelist.net/anime/40983/Hakushon_Daimaou_2020
Hangyakusei Million Arthur,TV,10,https://myanimelist.net/anime/37555/Hangyakusei_Million_Arthur
Hataraku Maou-sama!! Recap,Special,1,https://myanimelist.net/anime/55878/Hataraku_Maou-sama_Recap
Himitsukessha Taka no Tsume NEO,TV,38,https://myanimelist.net/anime/13431/Himitsukessha_Taka_no_Tsume_NEO
Ikebukuro PR Anime,ONA,1,https://myanimelist.net/anime/38783/Ikebukuro_PR_Anime
Show By Rock!!: Legend of Shingan Crimsonz,ONA,3,https://myanimelist.net/anime/31072/Show_By_Rock__Legend_of_Shingan_Crimsonz
Sore Ike! Anpanman: Anpanman to Yukai na Nakama-tachi,Movie,1,https://myanimelist.net/anime/21937/Sore_Ike_Anpanman__Anpanman_to_Yukai_na_Nakama-tachi
Stitch!: Zutto Saikou no Tomodachi,TV,29,https://myanimelist.net/anime/8964/Stitch__Zutto_Saikou_no_Tomodachi
Time Bokan Oudou Fukko,OVA,2,https://myanimelist.net/anime/4578/Time_Bokan_Oudou_Fukko
Tokimeki Memorial 4 OVA,OVA,1,https://myanimelist.net/anime/7691/Tokimeki_Memorial_4_OVA
Twin Angel Break,TV,12,https://myanimelist.net/anime/33532/Twin_Angel_Break
Uchuu Majin Daikengou,TV,26,https://myanimelist.net/anime/10224/Uchuu_Majin_Daikengou
Vanquished Queens,OVA,4,https://myanimelist.net/anime/16363/Vanquished_Queens
Wave!! Surfing Yappe!!,Movie,3,https://myanimelist.net/anime/40267/Wave_Surfing_Yappe
Yakumotatsu,OVA,2,https://myanimelist.net/anime/1026/Yakumotatsu
Yankee Reppuu-tai,OVA,6,https://myanimelist.net/anime/12791/Yankee_Reppuu-tai
Yatterman Specials,Special,2,https://myanimelist.net/anime/25749/Yatterman_Specials
Yuusha Shirei Dagwon: Suishou no Hitomi no Shounen,OVA,2,https://myanimelist.net/anime/5396/Yuusha_Shirei_Dagwon__Suishou_no_Hitomi_no_Shounen
Kai Feng Qitan: Zhege Baogong Bu Taixing,ONA,10,https://myanimelist.net/anime/36226/Kai_Feng_Qitan__Zhege_Baogong_Bu_Taixing
Koutsuu Anzen da yo Doraemon,Movie,2,https://myanimelist.net/anime/39369/Koutsuu_Anzen_da_yo_Doraemon
Kurogane no Linebarrels Picture Drama,Special,9,https://myanimelist.net/anime/33126/Kurogane_no_Linebarrels_Picture_Drama
Lao Fu Zi Shui Hu Chuan,Movie,1,https://myanimelist.net/anime/30096/Lao_Fu_Zi_Shui_Hu_Chuan
Li Shi,ONA,16,https://myanimelist.net/anime/39736/Li_Shi
M3: Sono Kuroki Hagane Recap,ONA,1,https://myanimelist.net/anime/25543/M3__Sono_Kuroki_Hagane_Recap
Magma Taishi,OVA,13,https://myanimelist.net/anime/3235/Magma_Taishi
MahoYome: Aisatsu,ONA,1,https://myanimelist.net/anime/36501/MahoYome__Aisatsu
Maze☆Bakunetsu Jikuu: Tenpen Kyoui no Giant,Movie,1,https://myanimelist.net/anime/8442/Maze☆Bakunetsu_Jikuu__Tenpen_Kyoui_no_Giant
Meitantei Conan: Necchuushou no Nazo wo Toke!,OVA,1,https://myanimelist.net/anime/49611/Meitantei_Conan__Necchuushou_no_Nazo_wo_Toke
Memory,Movie,1,https://myanimelist.net/anime/1984/Memory
Mouryou Senki Madara,OVA,2,https://myanimelist.net/anime/1580/Mouryou_Senki_Madara
Nanami-chan 3rd Series,TV,16,https://myanimelist.net/anime/4316/Nanami-chan_3rd_Series
Neko no Nyagh: Nya Misérables,TV,25,https://myanimelist.net/anime/38857/Neko_no_Nyagh__Nya_Misérables
Nine: Original-ban,Movie,1,https://myanimelist.net/anime/9242/Nine__Original-ban
Noraneko,ONA,1,https://myanimelist.net/anime/35773/Noraneko
Ongaku Shoujo (TV),TV,12,https://myanimelist.net/anime/37481/Ongaku_Shoujo_TV
Piano (TV),TV,10,https://myanimelist.net/anime/328/Piano_TV
Prism Ark Specials,Special,6,https://myanimelist.net/anime/4566/Prism_Ark_Specials
Salamander,OVA,3,https://myanimelist.net/anime/2095/Salamander
K×Drop!!,ONA,1,https://myanimelist.net/anime/48508/K×Drop
Kinpatsu no Jeanie,TV,13,https://myanimelist.net/anime/6012/Kinpatsu_no_Jeanie
Kishin Houkou Demonbane,OVA,1,https://myanimelist.net/anime/766/Kishin_Houkou_Demonbane
Manga Aesop Monogatari (TV),TV,52,https://myanimelist.net/anime/3180/Manga_Aesop_Monogatari_TV
Mini Hama: Minimum Hamatora Movies,Movie,2,https://myanimelist.net/anime/31923/Mini_Hama__Minimum_Hamatora_Movies
Narutaru: Mukuro Naru Hoshi Tama Taru Ko,TV,13,https://myanimelist.net/anime/838/Narutaru__Mukuro_Naru_Hoshi_Tama_Taru_Ko
Ninja Hattori-kun Plus Perman: Chounouryoku Wars,Movie,1,https://myanimelist.net/anime/29235/Ninja_Hattori-kun_Plus_Perman__Chounouryoku_Wars
Panda no Daibouken,Movie,1,https://myanimelist.net/anime/3758/Panda_no_Daibouken
Puchitto Gargantia: Marumaru no Gargantia,Special,1,https://myanimelist.net/anime/23099/Puchitto_Gargantia__Marumaru_no_Gargantia
Ribbon no Kishi (1999),Movie,1,https://myanimelist.net/anime/14249/Ribbon_no_Kishi_1999
Rokushin Gattai GodMars (1982),Movie,1,https://myanimelist.net/anime/9385/Rokushin_Gattai_GodMars_1982
Saru Getchu: On Air,TV,26,https://myanimelist.net/anime/1872/Saru_Getchu__On_Air
Shake-chan,ONA,1,https://myanimelist.net/anime/38957/Shake-chan
6HP (Six Hearts Princess),Special,,https://myanimelist.net/anime/29643/6HP_Six_Hearts_Princess
Aharen-san wa Hakarenai Mini,ONA,18,https://myanimelist.net/anime/51243/Aharen-san_wa_Hakarenai_Mini
Anata no France wa Donna Tokoro?,ONA,1,https://myanimelist.net/anime/52892/Anata_no_France_wa_Donna_Tokoro
Ange Vierge,TV,12,https://myanimelist.net/anime/32171/Ange_Vierge
Apfelland Monogatari,OVA,1,https://myanimelist.net/anime/5673/Apfelland_Monogatari
Bakumatsu Rock: Mystery! Onsen Kaijiken ze yo!!,OVA,1,https://myanimelist.net/anime/25077/Bakumatsu_Rock__Mystery_Onsen_Kaijiken_ze_yo
Caligula (TV),TV,12,https://myanimelist.net/anime/36828/Caligula_TV
Cap Kakumei Bottleman DX,TV,51,https://myanimelist.net/anime/51155/Cap_Kakumei_Bottleman_DX
Dash! Yonkurou: Horizon Gundan vs. Dash Gundan,Special,1,https://myanimelist.net/anime/39271/Dash_Yonkurou__Horizon_Gundan_vs_Dash_Gundan
Detatoko Princess,OVA,3,https://myanimelist.net/anime/2693/Detatoko_Princess
Doujouji,Movie,1,https://myanimelist.net/anime/6680/Doujouji
Dr. Slump Movie 11: Dr. Mashirito & Abale-chan,Movie,1,https://myanimelist.net/anime/8551/Dr_Slump_Movie_11__Dr_Mashirito___Abale-chan
Dr. Slump: Arale-chan - Penguin Mura Eiyuu Densetsu,Special,1,https://myanimelist.net/anime/28371/Dr_Slump__Arale-chan_-_Penguin_Mura_Eiyuu_Densetsu
Elsword: Ain-ui Gieog Animation,ONA,1,https://myanimelist.net/anime/34766/Elsword__Ain-ui_Gieog_Animation
Fire Emblem Heroes: Chibi Playhouse,ONA,3,https://myanimelist.net/anime/49771/Fire_Emblem_Heroes__Chibi_Playhouse
Future War 198X-nen,Movie,1,https://myanimelist.net/anime/8584/Future_War_198X-nen
G.R.M.,Movie,1,https://myanimelist.net/anime/45571/GRM
Gatapishi,TV,199,https://myanimelist.net/anime/20243/Gatapishi
Guomin Laogong Dai Huijia 3rd Season,ONA,12,https://myanimelist.net/anime/37181/Guomin_Laogong_Dai_Huijia_3rd_Season
Hajimari no Boukensha-tachi: Legend of Crystania,Movie,1,https://myanimelist.net/anime/515/Hajimari_no_Boukensha-tachi__Legend_of_Crystania
Huoli Shaonian Wang zhi Chuanqi Zaixian,TV,40,https://myanimelist.net/anime/35643/Huoli_Shaonian_Wang_zhi_Chuanqi_Zaixian
Inferno Cop Specials,Special,3,https://myanimelist.net/anime/31035/Inferno_Cop_Specials
Jantama Pong☆ Episode 0,Special,1,https://myanimelist.net/anime/51525/Jantama_Pong☆_Episode_0
"Shinran-sama: Negai, Soshite Hikari",OVA,1,https://myanimelist.net/anime/5693/Shinran-sama__Negai_Soshite_Hikari
Shiroi Unabara,Movie,1,https://myanimelist.net/anime/39704/Shiroi_Unabara
Shuumatsu no Walküre Mini Anime,ONA,14,https://myanimelist.net/anime/49507/Shuumatsu_no_Walküre_Mini_Anime
Sin: Nanatsu no Taizai Zange-roku Specials,Special,7,https://myanimelist.net/anime/35418/Sin__Nanatsu_no_Taizai_Zange-roku_Specials
Sore Ike! Anpanman: Tobe! Tobe! Chibigon,Movie,1,https://myanimelist.net/anime/10057/Sore_Ike_Anpanman__Tobe_Tobe_Chibigon
Spheres,TV,26,https://myanimelist.net/anime/18447/Spheres
The Five Killers,ONA,1,https://myanimelist.net/anime/30916/The_Five_Killers
Uchuu Kaizoku Mito no Daibouken: Futari no Joou-sama,TV,13,https://myanimelist.net/anime/2700/Uchuu_Kaizoku_Mito_no_Daibouken__Futari_no_Joou-sama
VS Knight Lamune & 40 Fresh,OVA,6,https://myanimelist.net/anime/1411/VS_Knight_Lamune___40_Fresh
Wan Guo Zhi,ONA,16,https://myanimelist.net/anime/40638/Wan_Guo_Zhi
